,X,article.id,Keep,timestamp,coder,journal,year,jpsp.section,first.author,affiliation,specialization,citation,type,citations.number,study.number,sample.size,excluded.participants,expcor,design,conditions.number,predictors.number,dv.number,which.statistical.test,copied.statistic,df.numerator,df.denominator,test.statistic,p.exact,p.exact.value,drop.column,null.predicted,sigtests.number.reported,sigtests.number.significant,total.num.studies,effect.size.reported,effect.size,footnotes.number,additional.analyses,covariates.number,coding.difficulty,comments
1323,1323,598,1,8/10/2015 12:36,Coder5,JPSP,2013,Interpersonal Relations and Group Processes,DelPriore,Texas Christian University ,Experimental,"DelPriore, D. J., & Hill, S. E. (2013). The effects of paternal disengagement on women’s sexual decision making: An experimental approach. Journal of personality and social psychology, 105(2), 234.","Original Research (i.e., any study with data that is NOT a meta-analysis)",4,2,64,12,"Experimental (i.e., all IVs were manipulated)",Between,2,1,2,ANOVA (F),"F(1, 62) =􏰂 3.91, p 􏰂= .052",1,62,3.91,Yes,0.052,,No,3,0,5,1,d= 0.48,0,No,0,Very Easy,
1326,1326,598,1,8/10/2015 12:49,Coder5,JPSP,2013,Interpersonal Relations and Group Processes,DelPriore,Texas Christian University ,Experimental,"DelPriore, D. J., & Hill, S. E. (2013). The effects of paternal disengagement on women’s sexual decision making: An experimental approach. Journal of personality and social psychology, 105(2), 234.","Original Research (i.e., any study with data that is NOT a meta-analysis)",4,3,82,6,"Experimental (i.e., all IVs were manipulated)",Between,2,1,3,MANOVA,"F(1, 80) =􏰂 4.24, p =􏰂 .043",1,80,4.24,Yes,0.043,,No,4,2,5,1,d= 0.45,0,No,0,Very Easy,
1334,1334,598,1,8/10/2015 13:22,Coder5,JPSP,2013,Interpersonal Relations and Group Processes,DelPriore,Texas Christian University ,Experimental,"DelPriore, D. J., & Hill, S. E. (2013). The effects of paternal disengagement on women’s sexual decision making: An experimental approach. Journal of personality and social psychology, 105(2), 234.","Original Research (i.e., any study with data that is NOT a meta-analysis)",4,4,62,9,"Experimental (i.e., all IVs were manipulated)",Between,2,1,7,MANOVA,"F(1, 60) =􏰂 6.03, p =􏰂 .017",1,60,6.03,Yes,0.017,,No,8,2,5,1,d= 0.64,2,No,0,Moderately Easy,
1339,1339,598,1,8/10/2015 13:28,Coder5,JPSP,2013,Interpersonal Relations and Group Processes,DelPriore,Texas Christian University ,Experimental,"DelPriore, D. J., & Hill, S. E. (2013). The effects of paternal disengagement on women’s sexual decision making: An experimental approach. Journal of personality and social psychology, 105(2), 234.","Original Research (i.e., any study with data that is NOT a meta-analysis)",4,5,177,23,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,4,2,3,ANOVA (F),"F(1, 172) =􏰂 3.76, p 􏰂= .054",1,172,3.76,Yes,0.054,,No,11,5,5,1,d= 0.42,0,No,1,Moderately Easy,
338,338,155,1,7/7/2015 17:55,Coder5,JESP,2014,,DeMarree,"University at Buffalo, State University of NY",Social / Personality,"DeMarree, K. G., & Rios, K. (2014). Understanding the relationship between self-esteem and self-clarity: The role of desired self-esteem. Journal of Experimental Social Psychology, 50, 202-209.","Original Research (i.e., any study with data that is NOT a meta-analysis)",3,1,608,0,"Correlational (i.e., IVs were measured and not manipulated)",Between,1,1,1,Multiple Regression (t -- for individual predictor),"t(596) = 5.23, p < .001",1,596,5.23,No,,,No,8,6,3,0,NA,3,No,2,Slightly Easy,
339,339,155,1,7/7/2015 18:18,Coder5,JESP,2014,,DeMarree,"University at Buffalo, State University of NY",Social / Personality,"DeMarree, K. G., & Rios, K. (2014). Understanding the relationship between self-esteem and self-clarity: The role of desired self-esteem. Journal of Experimental Social Psychology, 50, 202-209.","Original Research (i.e., any study with data that is NOT a meta-analysis)",3,2,178,0,"Correlational (i.e., IVs were measured and not manipulated)",Between,1,1,1,Multiple Regression (t -- for individual predictor),"t(596) = 3.41, p < .001",1,596,3.41,No,,,No,8,6,3,0,NA,2,No,2,Very Easy,
340,340,155,1,7/7/2015 20:42,Coder5,JESP,2014,,DeMarree,"University at Buffalo, State University of NY",Social / Personality,"DeMarree, K. G., & Rios, K. (2014). Understanding the relationship between self-esteem and self-clarity: The role of desired self-esteem. Journal of Experimental Social Psychology, 50, 202-209.","Original Research (i.e., any study with data that is NOT a meta-analysis)",3,3,64,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,2,1,1,Multiple Regression (t -- for individual predictor),"t(60) = 2.33, p < .05 ",1,60,2.33,No,,,No,12,7,3,0,NA,1,No,2,Very Easy,
1693,1693,696,1,8/13/2015 13:48,Coder5,Psych Science,2014,,Desender,Vrije Universiteit Brussel,Experimental,"Desender, K., Van Opstal, F., & Van den Bussche, E. (2014). Feeling the Conflict The Crucial Role of Conflict Experience in Adaptation. Psychological science, 0956797613511468.","Original Research (i.e., any study with data that is NOT a meta-analysis)",13,1,86,8,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Within,0,2,5,ANOVA (F),"F(1, 51) = 4.69, p= 0.032",1,51,4.69,Yes,0.032,,No,23,19,1,1,partial eta squared= .09,2,No,0,Moderately Difficult,
647,647,264,1,7/22/2015 16:17,Coder5,Psych Science,2003,,Diesendruck,Bar-Ilan University,Cognitive,"Diesendruck, G., Markson, L., & Bloom, P. (2003). Children's reliance on creator's intent in extending names for artifacts. Psychological Science, 14(2), 164-168.","Original Research (i.e., any study with data that is NOT a meta-analysis)",129,1,32,0,"Experimental (i.e., all IVs were manipulated)",Between,2,1,1,ANOVA (F),"F(1, 30) 􏰂= 4.23, p < .05",1,30,4.23,No,,,No,6,3,2,0,,0,No,0,Slightly Easy,
649,649,264,1,7/22/2015 16:31,Coder5,Psych Science,2003,,Diesendruck,Bar-Ilan University,Cognitive,"Diesendruck, G., Markson, L., & Bloom, P. (2003). Children's reliance on creator's intent in extending names for artifacts. Psychological Science, 14(2), 164-168.","Original Research (i.e., any study with data that is NOT a meta-analysis)",129,2,51,0,"Experimental (i.e., all IVs were manipulated)",Between,6,3,1,ANOVA (F),"F(2, 27) =􏰂 9.79, p <􏰅 .005",2,27,9.79,No,,,No,10,7,2,0,,0,No,0,Neither Difficult nor Easy,
652,652,264,1,7/23/2015 9:29,Coder5,Psych Science,2003,,Diesendruck,Bar-Ilan University,Cognitive,"Diesendruck, G., Markson, L., & Bloom, P. (2003). Children's reliance on creator's intent in extending names for artifacts. Psychological Science, 14(2), 164-168.","Original Research (i.e., any study with data that is NOT a meta-analysis)",129,2,51,0,"Experimental (i.e., all IVs were manipulated)",Between,6,3,1,ANOVA (F),"F(2, 27) =􏰂 9.79, p <􏰅 .005",2,27,9.79,No,,,No,10,7,2,0,,0,No,0,Neither Difficult nor Easy,
657,657,285,1,7/23/2015 12:17,Coder5,PSPB,2004,,Downie,McGill University ,Social / Personality,"Downie, M., Koestner, R., ElGeledi, S., & Cree, K. (2004). The impact of cultural internalization and integration on well-being among tricultural individuals. Personality and Social Psychology Bulletin, 30(3), 305-314.","Original Research (i.e., any study with data that is NOT a meta-analysis)",91,1,113,2,"Correlational (i.e., IVs were measured and not manipulated)",,1,1,11,Basic Correlation (r),"r = .28, p < .05",,,0.28,No,,,No,23,16,1,0,,4,No,0,Slightly Difficult,
1294,1294,576,1,8/10/2015 11:15,Coder5,PSPB,2013,,Duckworth ,University of Pennsylvania,Social / Personality,"Duckworth, A. L., Tsukayama, E., & Kirby, T. A. (2013). Is it really self-control? Examining the predictive power of the delay of gratification task. Personality and Social Psychology Bulletin, 0146167213482589.","Original Research (i.e., any study with data that is NOT a meta-analysis)",15,1,56,0,"Correlational (i.e., IVs were measured and not manipulated)",,,,1,Cox proportional hazards regression models,,,,,NA,,,No,17,3,2,0,,0,No,,Slightly Easy,"The primary analysis was analyzed using Cox proportional hazards regression models, so I did not code the primary analysis. "
1299,1299,576,1,8/10/2015 11:32,Coder5,PSPB,2013,,Duckworth ,University of Pennsylvania,Social / Personality,"Duckworth, A. L., Tsukayama, E., & Kirby, T. A. (2013). Is it really self-control? Examining the predictive power of the delay of gratification task. Personality and Social Psychology Bulletin, 0146167213482589.","Original Research (i.e., any study with data that is NOT a meta-analysis)",15,2,966,0,"Correlational (i.e., IVs were measured and not manipulated)",,,,13,SEM,,,,,NA,,,,87,56,2,0,,1,No,,Moderately Difficult,One of the SEM models wasn't depicted in a figure so it was pretty challenging to count up the number of significance tests. My estimate may be slightly off...
118,118,36,1,6/16/2015 11:38,Coder5,JESP,2003,,Durik,University of Wisconsin,Social / Personality,"Durik, A. M., & Harackiewicz, J. M. (2003). Achievement goals and intrinsic motivation: Coherence, concordance, and achievement orientation. Journal of Experimental Social Psychology, 39(4), 378-385.","Original Research (i.e., any study with data that is NOT a meta-analysis)",45,1,130,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,4,3,1,Multiple Regression (t -- for individual predictor),"F(1, 117)=8.19, p < .01, standardized beta= .23",1,117,8.19,No,,,,7,5,2,0,NA,3,No,2,Slightly Easy,
133,133,36,1,6/17/2015 8:52,Coder5,JESP,2003,,Durik,University of Wisconsin,Social / Personality,"Durik, A. M., & Harackiewicz, J. M. (2003). Achievement goals and intrinsic motivation: Coherence, concordance, and achievement orientation. Journal of Experimental Social Psychology, 39(4), 378-385.","Original Research (i.e., any study with data that is NOT a meta-analysis)",45,2,126,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,8,3,3,Multiple Regression (t -- for individual predictor),"F(1, 116) = 9.98, p < .01, standardized beta = .30",1,116,9.98,No,,,,29,22,2,0,NA,2,No,2,Neither Difficult nor Easy,
39,39,13,1,6/10/2015 15:55,Coder5,JESP,2003,,Eidelman,University of Kansas,Social / Personality,"Eidelman, S., & Biernat, M. (2003). Derogating black sheep: Individual or group protection?. Journal of Experimental Social Psychology, 39(6), 602-609.","Original Research (i.e., any study with data that is NOT a meta-analysis)",95,1,93,29,"Experimental (i.e., all IVs were manipulated)",Between,4,2,2,ANOVA (F),"F(1, 60) = 4.63, p = .03",1,60,4.63,Yes,0.03,,,11,1,1,0,NA,3,No,0,Neither Difficult nor Easy,"this study did not report lower-order effects of the interaction. in addition, they did not properly conduct their planned contrasts (i.e., they compared one group mean to the average of 3 others, without first testing whether those 3 means were statistically equal).  I also noticed that a figure had a truncated y-axis. Finally, several of their effects were treated as significant when they were marginally significant. "
57,57,22,1,6/11/2015 11:17,Coder5,PSPB,2003,,Evans,Ohio State University ,Social / Personality,"Evans, L. M., & Petty, R. E. (2003). Self-guide framing and persuasion: Responsibly increasing message processing to ideal levels. Personality and Social Psychology Bulletin, 29(3), 313-324.","Original Research (i.e., any study with data that is NOT a meta-analysis)",86,1,193,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,16,4,3,ANOVA (F),"F(1, 177) = 6.19, p = .01",177,1,6.19,Yes,0.01,,,29,22,1,0,NA,6,No,0,Slightly Difficult,
1156,1156,543,1,8/7/2015 14:23,Coder5,PSPB,2004,,Feather,Flinders University ,Social / Personality,"Feather, N. T. (2004). Value correlates of ambivalent attitudes toward gender relations. Personality and Social Psychology Bulletin, 30(1), 3-12.","Original Research (i.e., any study with data that is NOT a meta-analysis)",102,1,407,0,"Correlational (i.e., IVs were measured and not manipulated)",,1,1,138,Basic Correlation (r),"r = 0.33, p < .001",,,0.33,No,,,No,138,58,1,0,,0,No,0,Slightly Difficult,over a hundred correlations ramped up the number of significance tests and number of DV's. 
533,533,202,1,7/17/2015 17:41,Coder5,PSPB,2014,,Gawronski(b),"The University of Western Ontario, Canada",Social / Personality,"Gawronski, B., Balas, R., & Creighton, L. A. (2013). Can the formation of conditioned attitudes be intentionally controlled?. Personality and Social Psychology Bulletin, 0146167213513907.","Original Research (i.e., any study with data that is NOT a meta-analysis)",7,1,120,0,"Experimental (i.e., all IVs were manipulated)",Mixed,6,2,4,ANOVA (F),"F(2, 114) = 13.34, p < .001",2,114,13.34,No,,,No,33,21,2,0,,2,No,0,Moderately Difficult,
540,540,202,1,7/20/2015 10:48,Coder5,PSPB,2014,,Gawronski(b),"The University of Western Ontario, Canada",Social / Personality,"Gawronski, B., Balas, R., & Creighton, L. A. (2013). Can the formation of conditioned attitudes be intentionally controlled?. Personality and Social Psychology Bulletin, 0146167213513907.","Original Research (i.e., any study with data that is NOT a meta-analysis)",7,2,120,0,"Experimental (i.e., all IVs were manipulated)",Mixed,3,3,8,ANOVA (F),"F(2, 114) = 4.53, p = .01",2,114,4.53,Yes,0.01,,No,35,20,2,1,partial eta-squared = .074,2,No,0,Slightly Difficult,
1586,1586,604,1,8/12/2015 10:54,Coder5,Psych Science,2014,,Gold,Indiana University ,Cognitive,"Gold, J. M. (2014). A Perceptually Completed Whole Is Less Than the Sum of Its Parts. Psychological science, 25(6), 1206-1217.

","Original Research (i.e., any study with data that is NOT a meta-analysis)",1,1,7,0,"Experimental (i.e., all IVs were manipulated)",Within,0,2,2,ANOVA (F),"F(1, 3) = 14.49, p < .05",1,3,14.49,No,,,No,10,8,1,0,NA,0,Yes,0,Slightly Difficult,
828,828,341,1,7/31/2015 14:56,Coder5,Psych Science,2003,,Goldinger,Arizona State University ,Cognitive,"Goldinger, S. D., Kleider, H. M., Azuma, T., & Beike, D. R. (2003). “Blaming the victim” under memory load. Psychological Science, 14(1), 81-85.","Original Research (i.e., any study with data that is NOT a meta-analysis)",59,1,138,63,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Mixed,2,3,3,ANOVA (F),"F(1, 68) =􏰀 177.6, p 􏰁< .0001",1,68,177.6,No,,,No,21,14,1,0,,2,No,0,Slightly Easy,
731,731,183,1,7/29/2015 11:48,Coder5,Psych Science,2003,,Goodman,"University of California, Davis",Developmental,"Goodman, G. S., Ghetti, S., Quas, J. A., Edelstein, R. S., Alexander, K. W., Redlich, A. D., ... & Jones, D. P. (2003). A Prospective Study of Memory for Child Sexual Abuse New Findings Relevant to the Repressed-Memory Controversy. Psychological Science, 14(2), 113-118.","Original Research (i.e., any study with data that is NOT a meta-analysis)",172,1,175,7,"Correlational (i.e., IVs were measured and not manipulated)",,,,18,descriptive statistics,,,,,NA,,,,25,8,1,0,,2,No,,Slightly Easy,"primary analysis was just descriptive statistics, so I couldn't code it. "
1688,1688,673,1,8/13/2015 12:59,Coder5,PSPB,2003,,Greitemeyer,Ludwig-Maximilians-University Munich,Social / Personality,"Greitemeyer, T., & Weiner, B. (2003). Asymmetrical attributions for approach versus avoidance behavior. Personality and Social Psychology Bulletin, 29(11), 1371-1382.","Original Research (i.e., any study with data that is NOT a meta-analysis)",19,1,71,2,"Experimental (i.e., all IVs were manipulated)",Within,0,1,2,ANOVA (F),"F(1, 40) = 23.47, p < .001",1,40,23.47,No,,,No,7,5,5,1,eta squared= 0.37,1,No,0,Neither Difficult nor Easy,
1689,1689,673,1,8/13/2015 13:06,Coder5,PSPB,2003,,Greitemeyer,Ludwig-Maximilians-University Munich,Social / Personality,"Greitemeyer, T., & Weiner, B. (2003). Asymmetrical attributions for approach versus avoidance behavior. Personality and Social Psychology Bulletin, 29(11), 1371-1382.","Original Research (i.e., any study with data that is NOT a meta-analysis)",19,2,74,0,"Experimental (i.e., all IVs were manipulated)",Within,0,1,4,ANOVA (F),"F(1, 42) = 36.69, p < .001",1,42,36.69,No,,,No,14,10,5,1,eta squared= 0.47,2,No,0,Moderately Easy,
1690,1690,673,1,8/13/2015 13:13,Coder5,PSPB,2003,,Greitemeyer,Ludwig-Maximilians-University Munich,Social / Personality,"Greitemeyer, T., & Weiner, B. (2003). Asymmetrical attributions for approach versus avoidance behavior. Personality and Social Psychology Bulletin, 29(11), 1371-1382.","Original Research (i.e., any study with data that is NOT a meta-analysis)",19,3,37,0,"Experimental (i.e., all IVs were manipulated)",Within,0,1,3,ANOVA (F),"F(1, 35) = 10.86, p < .01",1,35,10.86,No,,,Yes,10,9,5,1,eta squared= 0.24,2,No,9,Neither Difficult nor Easy,
